snow,index,n,r_simple,p_simple,r_partial,p_partial,attenuation,q_partial,sig_partial
sdi_mean,EAWR_ONDJFM,24,0.4827102344316362,0.021788505228646327,0.32206561435989717,0.14381722538514263,0.16064462007173902,0.9476057848447951,False
sdi_mean,SCAND_ONDJFM,24,-0.1344943138185985,0.49817047418761895,0.0725877821330784,0.7481975933749643,0.0619065316855201,0.9719783445134552,False
sdi_mean,POL_ONDJFM,24,0.4054221996168341,0.043221628637883897,0.09313956613104729,0.6801482261717671,0.31228263348578683,0.9719783445134552,False
sdi_mean,AO_ONDJFM,24,0.22875402787868318,0.2620494706882449,-0.25248044177268003,0.25696308292455433,-0.02372641389399685,0.9476057848447951,False
sdi_mean,NINO34_ONDJFM,24,0.13042079104833262,0.5411942013608264,-0.04227482434256321,0.8518213172624973,0.08814596670576941,0.9730344554724191,False
sdi_mean,DMI_ONDJFM,24,-0.17571583020591652,0.4231439390829209,-0.3219172036801079,0.14401251010449576,-0.14620137347419138,0.9476057848447951,False
sdi_mean,AMO_ONDJFM,23,-0.07301227545019398,0.7420548576687107,0.16493976995542875,0.4749287903220606,-0.09192749450523477,0.9719783445134552,False
sdi_mean,NCP_ONDJFM,24,0.640037480351556,0.00043293248784113345,-0.004749206057059257,0.9832652102406993,0.6352882742944967,0.9982534178725585,False
sdi_mean,MOI_ONDJFM,24,0.49407778878064645,0.013204749789702241,0.08966761718684672,0.6914932676324517,0.4044101715937997,0.9719783445134552,False
sdi_mean,NAO_DJF,24,0.1707905009961883,0.44468469231223506,-0.05012251409502048,0.8246944382672614,0.12066798690116784,0.9719783445134552,False
sdi_mean,EA_DJF,24,-0.18109187070525745,0.4000157005925068,-0.1980793278599618,0.37688820715052707,-0.016987457154704344,0.9719783445134552,False
sdi_mean,WP_DJF,24,-0.16105627838247027,0.4730809427092958,-0.16079274338321967,0.4747118633272268,0.00026353499925060864,0.9719783445134552,False
sdi_mean,EAWR_DJF,24,0.580721034478439,0.002823829952143603,0.254609942407154,0.2528364275593831,0.326111092071285,0.9476057848447951,False
sdi_mean,SCAND_DJF,24,-0.19334613302131995,0.3330065344405727,-0.05824596774984571,0.796816773674901,0.13510016527147423,0.9719783445134552,False
sdi_mean,POL_DJF,24,0.5573065687412679,0.003064014433942333,0.13812461257259928,0.5398799202906466,0.41918195616866866,0.9719783445134552,False
sdi_mean,AO_DJF,24,0.3874853580029853,0.05259137686738173,-0.029779341657208445,0.8953379494436852,0.3577060163457768,0.9812701600411018,False
sdi_mean,NINO34_DJF,24,0.12539591381958698,0.5557988241244858,-0.05635657120785516,0.8032806900260722,0.06903934261173182,0.9719783445134552,False
sdi_mean,DMI_DJF,24,-0.3752884307786343,0.0770814041648977,-0.4537869492618483,0.03389712171127691,-0.07849851848321404,0.9467485148568299,False
sdi_mean,AMO_DJF,23,-0.021987638036912588,0.9206061759732387,0.20131789297791003,0.38153434447499246,-0.17933025494099744,0.9719783445134552,False
sdi_mean,NCP_DJF,24,0.5452277267978477,0.004290190834487439,0.1469769047500681,0.5139487404449552,0.3982508220477796,0.9719783445134552,False
sdi_mean,MOI_DJF,24,0.5597327163637209,0.0042682743950704285,0.2631104397606121,0.23679010556182947,0.2966222766031088,0.9476057848447951,False
sdi_mean,NAO_SON,24,-0.19339160552995122,0.33776524126067453,-0.49376472552210493,0.019519216060013264,-0.3003731199921537,0.8030763178976886,False
sdi_mean,EA_SON,24,-0.2630362752128584,0.2108535555343454,-0.008202242734098303,0.9711016130161291,0.2548340324787601,0.9917633494632807,False
sdi_mean,WP_SON,24,-0.020517388321798405,0.9212838501926037,0.08247107417633064,0.7152110890847354,-0.06195368585453223,0.9719783445134552,False
sdi_mean,EAWR_SON,24,0.5397807584732178,0.003922898009330943,0.16046192979501556,0.47563324697543174,0.37931882867820227,0.9719783445134552,False
sdi_mean,SCAND_SON,24,-0.06829528905748733,0.7452642920210932,0.07141198324948765,0.7521516800287129,-0.0031166941920003216,0.9719783445134552,False
sdi_mean,POL_SON,24,0.15909942572135272,0.4899732247217853,0.15229964788043424,0.49865046671619073,0.006799777840918481,0.9719783445134552,False
sdi_mean,AO_SON,24,-0.1417417061341734,0.4625988269588299,-0.22309259201514497,0.3182948505835055,-0.08135088588097159,0.9719783445134552,False
sdi_mean,NINO34_SON,24,0.1686576328299133,0.4256315145171059,0.0550011720289952,0.8079254054362297,0.1136564608009181,0.9719783445134552,False
sdi_mean,DMI_SON,24,0.14160253422709623,0.5008266622085059,-0.026055939630362332,0.9083671129005016,0.1155465945967339,0.9812701600411018,False
sdi_mean,AMO_SON,23,-0.18834136481524966,0.39674180347262145,0.02264597254609607,0.9223814927147149,0.16569539226915359,0.9838735922290293,False
sdi_mean,NCP_SON,24,0.363773652392649,0.06853856048737676,-0.28702234459657094,0.19527707627850624,0.07675130779607808,0.9476057848447951,False
sdi_mean,MOI_SON,24,-0.1483583538715374,0.44556385184905367,-0.09178740007917588,0.684558824270409,0.05657095379236152,0.9719783445134552,False
scv_mean,NAO_ONDJFM,24,0.049442472673576876,0.8217663963325057,-0.26238484703641857,0.23813322987930105,-0.2129423743628417,0.9476057848447951,False
scv_mean,EA_ONDJFM,24,-0.20085392921295822,0.3499890406543009,-0.04789340439480634,0.8323814847144274,0.15296052481815187,0.9719783445134552,False
scv_mean,WP_ONDJFM,24,-0.3823349455175749,0.07702316512785663,-0.20691690202415738,0.35552342698988015,0.17541804349341752,0.9719783445134552,False
scv_mean,EAWR_ONDJFM,24,0.3655695899031063,0.08667446851090255,0.268969651881466,0.22612540277401638,0.0965999380216403,0.9476057848447951,False
scv_mean,SCAND_ONDJFM,24,-0.07861306735147927,0.7015765259669892,0.11670137705100743,0.6050169371261086,-0.03808830969952816,0.9719783445134552,False
